CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score
12500,23,13,4206.27,3,4,4,344
12501,315,2,2089.68,1,2,4,124
12502,96,5,3723.87,2,3,4,234
12503,338,1,-1126.0,1,1,1,111
12504,18,4,114.0,3,3,1,331
12505,301,1,-4.5,1,1,1,111
12506,233,1,73.5,1,1,1,111
12507,134,4,1258.06,2,3,3,233
12508,26,2,398.27,3,2,2,322
12509,284,1,176.5,1,1,1,111
12510,143,2,982.5699999999999,2,2,3,223
12512,66,2,138.03,2,2,1,221
12513,85,2,586.79,2,2,2,222
12514,267,1,1017.68,1,1,3,113
12515,353,1,383.7,1,1,2,112
12516,78,2,1312.06,2,2,3,223
12517,28,6,2464.89,3,4,4,344
12518,1,5,2056.89,4,3,4,434
12519,64,1,340.84,2,1,2,212
12520,79,6,2582.51,2,4,4,244
12521,143,1,599.68,2,1,2,212
12522,39,2,192.72,3,2,1,321
12523,2,13,1745.57,4,4,4,444
12524,9,8,4485.72,4,4,4,444
12526,1,3,1316.66,4,2,3,423
12527,82,3,348.71000000000004,2,2,2,222
12528,9,8,1922.28,4,4,4,444
12530,60,5,1623.63,2,3,4,234
12531,15,1,125.22,4,1,1,411
12532,30,1,349.83000000000004,3,1,2,312
12534,131,1,1089.18,2,1,3,213
12535,92,2,716.35,2,2,3,223
12536,8,5,4106.82,4,3,4,434
12538,29,1,363.95,3,1,2,312
12539,22,5,3852.5,3,3,4,334
12540,20,19,13309.039999999999,3,4,4,344
12541,30,3,981.18,3,2,3,323
12544,30,2,355.7,3,2,2,322
12545,75,2,1000.39,2,2,3,223
12546,47,3,1141.5,3,2,3,323
12547,198,2,207.79999999999998,1,2,1,121
12548,166,1,95.19999999999999,1,1,1,111
12550,79,1,964.83,2,1,3,213
12551,358,1,168.0,1,1,1,111
12552,39,2,437.82,3,2,2,322
12553,8,14,3652.25,4,4,4,444
12556,50,2,603.71,3,2,2,322
12557,16,5,11990.960000000001,4,3,4,434
12558,2,2,1.0658141036401503e-14,4,2,1,421
12559,311,3,536.21,1,2,2,122
12560,5,4,2101.39,4,3,4,434
12561,303,1,238.85,1,1,1,111
12562,8,7,3781.7400000000002,4,4,4,444
12564,261,1,456.9,1,1,2,112
12565,282,2,131.17,1,2,1,121
12566,73,2,346.7,2,2,2,222
12567,23,11,9114.94,3,4,4,344
12569,2,35,4064.9900000000002,4,4,4,444
12571,40,2,519.61,3,2,2,322
12572,9,3,1004.72,4,2,3,423
12573,227,1,160.54000000000002,1,1,1,111
12574,316,1,218.45,1,1,1,111
12576,36,6,1306.98,3,4,3,343
12577,35,4,595.4,3,3,2,332
12578,21,4,2753.36,3,3,4,334
12579,73,3,410.72,2,2,2,222
12580,247,1,415.7,1,1,2,112
12581,40,1,197.71,3,1,1,311
12582,239,2,511.36,1,2,2,122
12583,3,18,7187.34,4,4,4,444
12584,4,18,1893.95,4,4,4,444
12585,234,4,1982.81,1,3,4,134
12586,17,2,179.94000000000003,4,2,1,421
12587,8,1,144.0,4,1,1,411
12588,39,1,214.89999999999998,3,1,1,311
12589,29,2,646.68,3,2,2,322
12590,190,3,9861.38,1,2,4,124
12591,317,1,452.84999999999997,1,1,2,112
12592,92,2,437.6,2,2,2,222
12593,109,3,418.09999999999997,2,2,2,222
12594,38,11,3320.2200000000003,3,4,4,344
12596,51,2,618.27,2,2,2,222
12597,19,5,3683.13,3,3,4,334
12598,10,9,3002.68,4,4,4,444
12599,29,7,1032.58,3,4,3,343
12600,29,11,2581.04,3,4,4,344
12601,190,6,569.5600000000001,1,4,2,142
12602,59,1,153.12,2,1,1,211
12603,22,1,739.1999999999999,3,1,3,313
12604,79,2,254.18,2,2,1,221
12605,365,1,-7.5,1,1,1,111
12607,58,2,3.552713678800501e-15,2,2,1,221
12609,78,3,1126.85,2,2,3,223
12610,23,7,2057.99,3,4,4,344
12611,52,1,1193.32,2,1,3,213
12612,58,2,643.59,2,2,2,222
12613,31,6,3218.98,3,4,4,344
12614,278,1,315.6,1,1,2,112
12615,2,4,2291.19,4,3,4,434
12616,85,5,657.25,2,3,3,233
12617,29,1,355.53,3,1,2,312
12618,22,1,177.31,3,1,1,311
12619,16,13,3214.81,4,4,4,444
12620,15,3,1339.41,4,2,3,423
12621,2,23,13612.07,4,4,4,444
12622,232,1,180.1,1,1,1,111
12623,276,1,305.1,1,1,2,112
12624,106,2,641.13,2,2,2,222
12625,212,3,2614.32,1,2,4,124
12626,23,13,6388.35,3,4,4,344
12627,11,7,4478.53,4,4,4,444
12628,4,4,769.61,4,3,3,433
12630,10,2,1270.88,4,2,3,423
12631,57,1,640.5,2,1,2,212
12633,59,5,2140.63,2,3,4,234
12635,90,2,1689.18,2,2,4,224
12637,67,10,5953.25,2,4,4,244
12638,33,1,671.69,3,1,3,313
12639,239,1,486.1,1,1,2,112
12640,24,3,1174.58,3,2,3,323
12641,115,1,185.9,2,1,1,211
12642,25,3,1013.26,3,2,3,323
12643,128,6,3344.64,2,4,4,244
12644,130,1,477.91,2,1,2,212
12645,34,5,1755.38,3,3,4,334
12646,5,2,1346.97,4,2,3,423
12647,22,13,3669.92,3,4,4,344
12648,155,1,318.05,1,1,2,112
12649,107,4,603.71,2,3,2,232
12650,3,1,314.44,4,1,2,412
12651,335,1,114.0,1,1,1,111
12652,322,2,914.53,1,2,3,123
12653,149,2,2209.85,1,2,4,124
12654,11,5,601.98,4,3,2,432
12656,17,8,3982.72,4,4,4,444
12657,11,5,1152.06,4,3,3,433
12658,19,1,686.05,3,1,3,313
12659,30,1,91.68,3,1,1,311
12660,11,1,245.1,4,1,1,411
12662,1,12,3817.08,4,4,4,444
12664,8,10,4863.88,4,4,4,444
12665,325,2,61.75,1,2,1,121
12666,359,1,-227.44,1,1,1,111
12667,58,1,620.13,2,1,2,212
12668,7,6,3743.18,4,4,4,444
12669,151,4,1607.73,1,3,3,133
12670,10,6,2986.15,4,4,4,444
12672,330,1,225.89999999999998,1,1,1,111
12673,5,2,610.52,4,2,2,422
12674,12,7,1919.31,4,4,4,444
12676,25,6,1331.39,3,4,3,343
12678,42,13,17588.26,3,4,4,344
12679,52,9,1058.67,2,4,3,243
12680,1,4,862.81,4,3,3,433
12681,15,27,13677.59,4,4,4,444
12682,4,31,12288.22,4,4,4,444
12683,4,20,8221.09,4,4,4,444
12684,8,7,2283.63,4,4,4,444
12685,28,6,2863.08,3,4,4,344
12686,372,1,89.14,1,1,1,111
12688,114,1,4873.8099999999995,2,1,4,214
12689,26,2,1247.61,3,2,3,323
12690,206,1,389.01,1,1,2,112
12691,28,6,1035.8,3,4,3,343
12693,121,6,830.96,2,4,3,243
12694,70,2,869.67,2,2,3,223
12695,7,4,582.1,4,3,2,432
12697,21,5,939.02,3,3,3,333
12700,8,6,4867.99,4,4,4,444
12701,80,2,797.71,2,2,3,223
12702,20,1,219.0,3,1,1,311
12703,64,2,274.7,2,2,1,221
12704,7,10,2220.84,4,4,4,444
12705,15,14,6814.24,4,4,4,444
12707,292,1,603.42,1,1,2,112
12708,30,16,2616.32,3,4,4,344
12709,3,26,9294.1,4,4,4,444
12710,97,4,1130.57,2,3,3,233
12712,23,17,4241.63,3,4,4,344
12713,1,1,848.55,4,1,3,413
12714,9,5,4708.86,4,3,4,434
12715,106,1,353.86,2,1,2,212
12716,4,2,1053.49,4,2,3,423
12717,151,3,980.98,1,2,3,123
12718,71,1,238.25,2,1,1,211
12719,5,3,608.1,4,2,2,422
12720,3,29,5713.28,4,4,4,444
12721,32,7,2628.98,3,4,4,344
12722,85,6,904.33,2,4,3,243
12723,4,5,725.07,4,3,3,433
12724,5,4,1031.41,4,3,3,433
12725,371,1,427.8,1,1,2,112
12726,28,7,2609.1,3,4,4,344
12727,11,9,3947.7,4,4,4,444
12728,71,4,836.33,2,3,3,233
12729,114,1,453.01,2,1,2,212
12731,24,14,18793.41,3,4,4,344
12732,180,1,236.26000000000002,1,1,1,111
12733,234,1,383.95,1,1,2,112
12734,353,1,110.39999999999999,1,1,1,111
12735,315,2,779.5699999999999,1,2,3,123
12736,333,1,234.0,1,1,1,111
12738,372,1,155.35,1,1,1,111
12739,78,2,1013.04,2,2,3,223
12740,64,1,427.6,2,1,2,212
12743,134,2,546.43,2,2,2,222
12744,52,10,9120.39,2,4,4,244
12747,2,11,4196.01,4,4,4,444
12748,1,224,29072.1,4,4,4,444
12749,4,8,3868.2,4,4,4,444
12750,129,1,275.88,2,1,1,211
12752,81,1,4366.78,2,1,4,214
12753,4,11,21024.01,4,4,4,444
12754,236,5,2949.12,1,3,4,134
12755,250,4,2203.2,1,3,4,134
12756,87,1,112.07999999999998,2,1,1,211
12757,16,19,4227.7,4,4,4,444
12758,117,2,2791.59,2,2,4,224
12759,52,3,1531.44,2,2,3,223
12762,8,2,1898.52,4,2,4,424
12763,138,2,494.08,2,2,2,222
12764,317,1,1693.88,1,1,4,114
12766,4,7,6989.63,4,4,4,444
12769,239,1,1143.6,1,1,3,113
12770,211,1,1351.45,1,1,3,113
12772,60,1,892.47,2,1,3,213
12775,17,6,1351.24,4,4,3,443
12778,20,7,804.23,3,4,3,343
12779,21,12,3868.7,3,4,4,344
12781,21,5,707.72,3,3,3,333
12782,5,6,2273.32,4,4,4,444
12783,2,8,1603.87,4,4,3,443
12784,9,2,574.42,4,2,2,422
12785,3,2,305.71,4,2,2,422
12787,10,3,463.66,4,2,2,422
12789,65,1,91.85,2,1,1,211
12790,192,1,324.92,1,1,2,112
12791,374,1,192.60000000000002,1,1,1,111
12792,257,1,400.53999999999996,1,1,2,112
12793,335,2,545.48,1,2,2,122
12794,53,2,860.41,2,2,3,223
12795,19,1,430.48,3,1,2,312
12797,360,3,194.18,1,2,1,121
12798,10,3,6977.04,4,2,4,424
12802,184,2,412.58,1,2,2,122
12808,37,3,483.65000000000003,3,2,2,322
12809,168,2,484.36,1,2,2,122
12811,261,3,514.85,1,2,2,122
12812,45,1,229.64000000000001,3,1,1,311
12814,102,1,125.92,2,1,1,211
12815,148,2,1063.46,1,2,3,123
12816,96,2,572.2,2,2,2,222
12817,281,1,166.04,1,1,1,111
12818,178,2,1517.88,1,2,3,123
12820,3,4,942.34,4,3,3,433
12821,214,1,92.72,1,1,1,111
12822,71,3,918.98,2,2,3,223
12823,75,5,1759.5,2,3,4,234
12824,60,1,397.12,2,1,2,212
12826,3,8,1468.1200000000001,4,4,3,443
12827,6,3,430.15000000000003,4,2,2,422
12828,3,6,1018.71,4,4,3,443
12829,322,3,253.05,1,2,1,121
12830,38,7,6748.4,3,4,4,344
12831,262,1,215.05,1,1,1,111
12832,32,2,383.03,3,2,2,322
12833,145,1,417.38,1,1,2,112
12834,283,1,312.38,1,1,2,112
12836,59,4,2612.86,2,3,4,234
12837,173,1,134.1,1,1,1,111
12838,34,2,683.13,3,2,3,323
12839,3,16,5583.62,4,4,4,444
12840,144,6,2714.27,1,4,4,144
12841,5,26,3876.4,4,4,4,444
12842,70,2,1118.99,2,2,3,223
12843,66,9,1680.76,2,4,4,244
12844,29,2,325.96000000000004,3,2,2,322
12845,267,4,354.09,1,3,2,132
12847,22,1,871.54,3,1,3,313
12849,31,2,1050.8899999999999,3,2,3,323
12851,97,1,135.18,2,1,1,211
12852,290,2,299.75,1,2,2,122
12853,108,9,1881.7,2,4,4,244
12854,79,5,1289.15,2,3,3,233
12855,373,1,38.1,1,1,1,111
12856,8,8,2162.68,4,4,4,444
12857,211,2,1106.4,1,2,3,123
12863,52,2,504.2,2,2,2,222
12864,138,1,147.12,2,1,1,211
12865,26,3,1548.07,3,2,3,323
12866,283,1,559.12,1,1,2,112
12867,26,10,3986.22,3,4,4,344
12868,186,6,1607.0600000000002,1,4,3,143
12870,366,1,-14.899999999999999,1,1,1,111
12871,84,2,380.64,2,2,2,222
12872,327,2,599.97,1,2,2,122
12873,282,1,374.0,1,1,2,112
12875,143,2,343.2300000000001,2,2,2,222
12876,58,2,2218.02,2,2,4,224
12877,4,12,1535.77,4,4,3,443
12878,18,3,841.64,3,2,3,323
12879,45,4,552.5699999999999,3,3,2,332
12881,276,1,298.0,1,1,2,112
12882,9,2,1463.04,4,2,3,423
12883,25,4,703.47,3,3,3,333
12884,88,1,309.05,2,1,2,212
12885,63,4,1158.27,2,3,3,233
12886,68,3,1351.09,2,2,3,223
12888,214,4,313.77,1,3,2,132
12890,24,1,380.46999999999997,3,1,2,312
12891,186,3,331.0,1,2,2,122
12893,31,1,188.14,3,1,1,311
12895,42,3,347.3,3,2,2,322
12897,205,2,216.5,1,2,1,121
12901,9,36,16293.1,4,4,4,444
12902,265,1,138.68,1,1,1,111
12904,18,2,509.58,3,2,2,322
12906,12,5,2919.81,4,3,4,434
12908,59,4,246.0,2,3,1,231
12909,40,8,2128.83,3,4,4,344
12910,23,8,3075.04,3,4,4,344
12912,3,5,1662.3,4,3,4,434
12913,5,5,2483.63,4,3,4,434
12915,149,2,363.65,1,2,2,122
12916,139,5,2982.35,2,3,4,234
12917,128,1,594.0,2,1,2,212
12919,8,8,1301.44,4,4,3,443
12920,17,1,164.23,4,1,1,411
12921,4,50,16389.74,4,4,4,444
12922,161,1,405.38,1,1,2,112
12923,64,1,176.97,2,1,1,211
12924,88,5,929.95,2,3,3,233
12925,5,2,694.05,4,2,3,423
12928,35,5,2062.7000000000003,3,3,4,334
12929,122,2,105.1,2,2,1,221
12930,78,4,409.9,2,3,2,232
12931,22,20,33462.81,3,4,4,344
12933,24,4,606.28,3,3,2,332
12935,2,8,2156.45,4,4,4,444
12936,17,5,1012.9,4,3,3,433
12937,15,4,1504.27,4,3,3,433
12938,26,1,114.14,3,1,1,311
12939,64,8,11581.8,2,4,4,244
12940,46,4,876.29,3,3,3,333
12942,131,3,683.9,2,2,3,223
12943,301,1,-3.75,1,1,1,111
12944,36,2,604.51,3,2,2,322
12945,288,1,462.95,1,1,2,112
12947,144,11,1407.29,1,4,3,143
12948,16,8,2053.7,4,4,4,444
12949,31,10,4143.02,3,4,4,344
12950,2,3,1843.0,4,2,4,424
12951,9,8,1042.07,4,4,3,443
12952,6,5,1382.8400000000001,4,3,3,433
12953,10,1,329.85,4,1,2,412
12955,1,14,4734.26,4,4,4,444
12956,306,1,108.07,1,1,1,111
12957,4,12,3979.04,4,4,4,444
12962,7,2,266.39,4,2,1,421
12963,8,9,1841.03,4,4,4,444
12965,89,1,771.91,2,1,3,213
12966,10,1,160.18,4,1,1,411
12967,3,4,1194.75,4,3,3,433
12968,112,1,135.95,2,1,1,211
12970,7,4,452.24,4,3,2,432
12971,4,89,10930.26,4,4,4,444
12974,198,1,144.8,1,1,1,111
12976,212,1,738.6,1,1,3,113
12977,156,1,39.239999999999995,1,1,1,111
12980,156,12,7092.06,1,4,4,144
12981,30,2,372.21999999999997,3,2,2,322
12982,240,2,377.2,1,2,2,122
12984,19,1,97.5,3,1,1,311
12985,1,3,1215.6200000000001,4,2,3,423
12987,74,3,545.0,2,2,2,222
12988,292,1,535.32,1,1,2,112
12989,3,19,6854.51,4,4,4,444
12990,31,3,409.5,3,2,2,322
12991,23,2,503.76,3,2,2,322
12993,23,4,414.76,3,3,2,332
12994,4,5,902.22,4,3,3,433
12995,78,2,200.72,2,2,1,221
12997,22,7,1197.94,3,4,3,343
12999,196,3,455.88,1,2,2,122
13000,107,3,534.85,2,2,2,222
13001,4,15,9797.92,4,4,4,444
13002,318,1,120.94999999999999,1,1,1,111
13003,106,3,149.05,2,3,1,231
13004,12,22,5613.43,4,4,4,444
13005,174,3,468.95,1,3,2,132
13006,56,1,81.57,2,1,1,211
13008,323,2,178.46999999999997,1,2,1,121
13011,372,1,50.550000000000004,1,1,1,111
13012,9,11,1311.6200000000001,4,4,3,443
13013,1,15,4786.99,4,4,4,444
13014,3,16,3365.43,4,4,4,444
13015,53,5,3346.28,2,3,4,234
13016,73,3,789.89,2,3,3,233
13017,7,1,204.0,4,1,1,411
13018,16,29,7272.75,4,4,4,444
13021,4,12,2584.4,4,4,4,444
13023,64,2,689.9,2,2,3,223
13026,1,8,936.15,4,4,3,443
13027,114,6,6912.0,2,4,4,244
13028,23,3,659.68,3,3,3,333
13029,31,3,1247.5,3,3,3,333
13030,11,2,799.48,4,2,3,423
13032,39,3,996.52,3,3,3,333
13033,357,1,190.55,1,1,1,111
13034,55,2,642.77,2,2,2,222
13035,58,3,886.63,2,3,3,233
13037,138,3,881.07,2,3,3,233
13038,80,3,908.46,2,3,3,233
13040,9,2,676.99,4,2,3,423
13043,254,2,471.57,1,2,2,122
13044,291,1,560.47,1,1,2,112
13045,99,1,305.28000000000003,2,1,2,212
13046,31,2,629.31,3,2,2,322
13047,32,18,3079.1,3,4,4,344
13048,14,5,1805.91,4,3,4,434
13049,64,2,656.6800000000001,2,2,3,223
13050,9,28,5684.61,4,4,4,444
13052,212,1,348.15000000000003,1,1,2,112
13055,64,4,1201.96,2,3,3,233
13058,25,3,271.40000000000003,3,3,1,331
13059,250,1,183.4,1,1,1,111
13060,254,1,307.53,1,1,2,112
13061,72,1,248.61,2,1,1,211
13062,191,1,346.98,1,1,2,112
13064,13,4,1119.49,4,3,3,433
13065,373,1,205.86,1,1,1,111
13066,24,3,430.9,3,3,2,332
13067,82,1,115.46000000000001,2,1,1,211
13068,10,2,344.0,4,2,2,422
13069,1,27,3717.82,4,4,4,444
13070,192,1,228.8,1,1,1,111
13072,267,1,177.15,1,1,1,111
13075,130,1,919.61,2,1,3,213
13077,1,4,729.27,4,3,3,433
13078,1,43,12432.28,4,4,4,444
13079,4,5,220.10000000000002,4,3,1,431
13080,179,1,58.08,1,1,1,111
13081,1,21,27964.48,4,4,4,444
13082,126,10,3595.48,2,4,4,244
13083,4,2,303.75,4,2,2,422
13085,158,3,272.38,1,3,1,131
13089,3,118,57385.88,4,4,4,444
13090,9,18,8689.39,4,4,4,444
13091,21,2,319.82,3,2,2,322
13092,71,6,459.83,2,4,2,242
13093,267,13,7741.47,1,4,4,144
13094,21,16,1708.8600000000001,3,4,4,344
13095,71,1,74.39999999999999,2,1,1,211
13097,33,14,5893.32,3,4,4,344
13098,1,41,28658.88,4,4,4,444
13099,99,1,207.35999999999999,2,1,1,211
13101,234,1,101.19,1,1,1,111
13102,1,27,6336.29,4,4,4,444
13103,40,1,243.94,3,1,1,311
13104,3,6,1098.48,4,4,3,443
13106,129,2,59.5,2,2,1,221
13107,44,5,1524.07,3,3,3,333
13108,373,1,350.06,1,1,2,112
13109,3,5,766.84,4,3,3,433
13110,31,8,1452.8700000000001,3,4,3,343
13113,1,40,10510.0,4,4,4,444
13115,9,14,2205.63,4,4,4,444
13116,117,2,485.19,2,2,2,222
13117,22,8,984.91,3,4,3,343
13118,20,7,1125.0,3,4,3,343
13120,239,1,30.599999999999998,1,1,1,111
13121,269,2,254.73,1,2,1,121
13122,94,2,922.39,2,2,3,223
13124,90,3,3866.33,2,3,4,234
13126,5,10,2056.29,4,4,4,444
13127,78,1,259.17,2,1,1,211
13130,94,1,64.0,2,1,1,211
13131,23,4,1039.3,3,3,3,333
13132,262,1,77.3,1,1,1,111
13133,274,2,109.8,1,2,1,121
13134,73,7,1740.63,2,4,4,244
13135,197,1,3096.0,1,1,4,114
13136,50,11,2545.38,3,4,4,344
13137,11,9,3605.08,4,4,4,444
13138,22,6,962.39,3,4,3,343
13139,16,8,5055.79,4,4,4,444
13140,108,3,423.72,2,3,2,232
13141,85,6,2385.8,2,4,4,244
13142,19,1,307.09,3,1,2,312
13144,333,1,110.95,1,1,1,111
13145,40,5,614.77,3,3,2,332
13146,26,1,228.91,3,1,1,311
13147,10,4,712.8000000000001,4,3,3,433
13148,29,17,3348.48,3,4,4,344
13149,14,4,1676.06,4,3,4,434
13151,203,2,1250.3700000000001,1,2,3,123
13153,6,1,486.22,4,1,2,412
13154,144,1,-611.86,1,1,1,111
13155,33,4,971.76,3,3,3,333
13157,49,5,1721.57,3,3,4,334
13158,95,4,1201.06,2,3,3,233
13159,9,5,1379.75,4,3,3,433
13160,22,1,91.8,3,1,1,311
13161,313,1,112.75,1,1,1,111
13162,122,5,1644.99,2,3,4,234
13165,46,2,1021.48,3,2,3,323
13166,282,2,414.7,1,2,2,122
13167,19,4,791.33,3,3,3,333
13168,36,5,1310.14,3,3,3,333
13169,64,2,712.88,2,2,3,223
13170,27,1,116.00999999999999,3,1,1,311
13171,8,5,426.81,4,3,2,432
13173,4,2,353.65,4,2,2,422
13174,16,3,2817.03,4,3,4,434
13176,46,1,492.84,3,1,2,312
13177,65,1,282.45,2,1,1,211
13178,26,11,5725.47,3,4,4,344
13182,45,1,121.18,3,1,1,311
13183,8,9,3957.78,4,4,4,444
13184,15,12,1648.79,4,4,4,444
13185,268,1,71.4,1,1,1,111
13186,40,5,1539.69,3,3,3,333
13187,337,1,236.02,1,1,1,111
13188,11,1,114.60000000000001,4,1,1,411
13189,19,2,260.68,3,2,1,321
13192,95,2,911.94,2,2,3,223
13193,61,1,117.88,2,1,1,211
13194,136,1,60.7,2,1,1,211
13196,11,4,1797.78,4,3,4,434
13198,10,8,3384.09,4,4,4,444
13199,4,39,9803.96,4,4,4,444
13200,19,4,870.09,3,3,3,333
13203,10,4,869.46,4,3,3,433
13207,15,2,250.26000000000002,4,2,1,421
13208,59,7,1205.9,2,4,3,243
13209,30,11,5820.16,3,4,4,344
13210,94,1,353.48,2,1,2,212
13211,10,3,1197.42,4,3,3,433
13212,9,4,780.58,4,3,3,433
13213,57,6,1518.43,2,4,3,243
13216,268,1,333.74,1,1,2,112
13217,122,5,133.62,2,3,1,231
13218,127,1,62.63999999999999,2,1,1,211
13220,78,4,819.2900000000001,2,3,3,233
13221,240,2,847.41,1,2,3,123
13223,200,2,163.20000000000002,1,2,1,121
13224,60,3,2150.85,2,3,4,234
13225,3,8,6083.04,4,4,4,444
13226,273,1,108.21000000000001,1,1,1,111
13227,202,1,257.7,1,1,1,111
13228,81,1,358.0,2,1,2,212
13229,226,1,160.95,1,1,1,111
13230,4,15,2763.41,4,4,4,444
13232,13,7,1357.6,4,4,3,443
13233,74,2,605.12,2,2,2,222
13235,212,2,101.17000000000007,1,2,1,121
13236,25,3,727.27,3,3,3,333
13238,11,5,680.83,4,3,3,433
13239,262,1,329.56,1,1,2,112
13240,96,4,663.65,2,3,3,233
13242,112,3,270.40000000000003,2,3,1,231
13243,203,1,600.07,1,1,2,112
13244,93,1,121.74000000000001,2,1,1,211
13245,51,1,430.5,2,1,2,212
13246,18,7,1922.1,3,4,4,344
13247,18,4,501.12,3,3,2,332
13248,125,2,465.68,2,2,2,222
13249,92,3,711.41,2,3,3,233
13253,157,2,1030.4,1,2,3,123
13255,4,3,390.66,4,3,2,432
13256,14,1,0.0,4,1,1,411
13258,12,3,698.58,4,3,3,433
13259,62,1,292.32,2,1,1,211
13260,61,1,557.62,2,1,2,212
13261,269,2,944.1,1,2,3,123
13262,263,1,200.29,1,1,1,111
